Sport,Country,Home_team,Venue,Coor,Scraped_value,Scraped_value_team
Football,Czech Republic,Ostrava B,Mestsky stadion v Ostrave-Vitkovicich (Ostrava),"[49.804363699999996, 18.255840638923523]",,
Football,Czech Republic,Slavia Prague B,Fotbalový stadion SC Olympia Radotín (Prague),"[]",,
Football,Czech Republic,Vlasim,Stadion v Kollarove ulici (Vlasim),"[]",,
Football,Czech Republic,Zizkov,Stadium Viktoria Zizkov (Prague),"[50.08396775, 14.444470451434285]",,
Football,Czech Republic,Zlin,Stadion Letna (Zlin),"[49.231278599999996, 17.66938885]",,
Football,Czech Republic,Chrudim,Stadion Za Vodojemem (Chrudim),"[]",,
Football,Czech Republic,Lisen,Stadium Lisen (Brno),"[]",,
Football,Czech Republic,Prostejov,Stadion Za Mistnim nadrazim (Prostejov),"[]",,
Football,Czech Republic,Sigma Olomouc B,Andruv stadion (Olomouc),"[49.6001225, 17.248214982572925]",,
Football,Czech Republic,Sparta Prague B,Stadium Viktoria Zizkov (Prague),"[50.08396775, 14.444470451434285]",,
Football,Czech Republic,Taborsko,Stadion Kvapilova (Tabor),"[]",,
Football,Czech Republic,Varnsdorf,Mestsky stadion v Kotline (Varnsdorf),"[]",,
Football,Czech Republic,Vyskov,Stadion Za Parkem (Vyskov),"[]",,
Football,Czech Republic,Motorlet Prague,Stadion FK Motorlet Praha (Prague),"[]",,
Football,Czech Republic,Pisek,Sports facility Pisek (Pisek),"[]",,
Football,Czech Republic,Ceske Budejovice B,SCM Sloziste (Ceske Budejovice),"[]",,
Football,Czech Republic,Dukla Prague B,Stadion FK Zbuzany (Zbuzany),"[]",,
Football,Czech Republic,Petrin Plzen,Sports facility Petrin Plzen - Artificial Grass (Plzen),"[]",,
Football,Czech Republic,Velvary,Stadion TJ Slovan Velvary (Velvary),"[]",,
Football,Czech Republic,Taborsko akademie,Fotbalove hriste Svepomoc (Tabor),"[]",,
Football,Czech Republic,Loko Praha,Stadion U Pruhonu (Prague),"[50.10694625, 14.432977358465832]",,
Football,Czech Republic,Admira Prague,Stadium Admira Prague (Prague),"[]",,
Football,Czech Republic,Chomutov,Letni stadion na Zadnich Vinohradech (Chomutov),"[]",,
Football,Czech Republic,Domazlice,Mestsky stadion Strelnice (Domazlice),"[49.437511650000005, 12.919450812509407]",,
Football,Czech Republic,Plzen B,Stadion Lucni (Plzen),"[]",,
Football,Czech Republic,Povltavska FA,Fotbalovy stadion Stechovice (Stechovice),"[]",,
Football,Czech Republic,Hostoun,Stadion Vojtecha Zeithamla (Hostoun - KD),"[]",,
Football,Czech Republic,Pribram,Stadion Na Litavce (Pribram),"[]",,
Football,Czech Republic,Benatky n. Jiz.,Městský stadion Benátky nad Jizerou (Benatky nad Jizerou),"[]",,
Football,Czech Republic,Chlumec nad Cidlinou,Mestsky Stadion Chlumec (Chlumec nad Cidlinou),"[]",,
Football,Czech Republic,FK Ceska Lipa,Mestsky Stadion Ceska Lipa (Ceska Lipa),"[]",,
Football,Czech Republic,Hradec Kralove B,Sports facility TJ Slavia Hradec Kralové (Hradec Kralove),"[]",,
Football,Czech Republic,Kolin,Atleticky Stadion Kolin (Kolin),"[50.0357243, 15.1915819]",,
Football,Czech Republic,Liberec B,Městský stadion Liberec (Liberec),"[50.7529855, 15.047138321853982]",,
Football,Czech Republic,Zivanice,Stadion Živanice (Živanice),"[]",,
Football,Czech Republic,Banik Most-Sous,Stadion Josefa Masopusta (Most),"[]",,
Football,Czech Republic,Teplice B,Hřiště 1. FC Dubí (Teplice),"[50.675493257456004, 13.793616648448518]",,
Football,Czech Republic,Usti nad Labem,Town Stadium Usti (Usti nad Labem),"[]",,
Football,Czech Republic,Usti nad Orlici,Stadion TJ Jiskra (Usti nad Orlici),"[]",,
Football,Czech Republic,Zapy,Teletník Aréna (Zápy),"[]",,
Football,Czech Republic,Mlada Boleslav B,Football pitch 2 Mladá Boleslav (Mlada Boleslav),"[]",,
Football,Czech Republic,Brozany,Hlavni stadion SK Sokol Brozany (Brozany nad Ohri),"[]",,
Football,Czech Republic,SK Kladno,Stadion Frantiska Kloze (Kladno),"[50.1378577, 14.091493339167151]",,
Football,Czech Republic,FK Frydek-Mistek,Stadion Stovky (Frydek-Mistek),"[49.69544235, 18.34381881930672]",,
Football,Czech Republic,Hlucin,Městský stadion Hlučín (Hlucin),"[]",,
Football,Czech Republic,Karvina B,Stadion Kovona (Karvina),"[]",,
Football,Czech Republic,Rosice,Stadion FC Slovan Rosice (Rosice),"[]",,
Football,Czech Republic,Slovacko B,Stadion Na Belince (Kunovice - UH),"[]",,
Football,Czech Republic,Start Brno,Hřiště Loosova (Brno),"[]",,
Football,Czech Republic,Zlin B,Stadion Letna (Zlin),"[49.231278599999996, 17.66938885]",,
Football,Czech Republic,Znojmo,Mestsky stadion v Hornim parku (Znojmo),"[48.858328099999994, 16.052021093234483]",,
Football,Czech Republic,Hlubina,Stadion Hlubina (Ostrava),"[]",,
Football,Czech Republic,Hodonin,Stadion U Cervenych domku (Hodonin),"[]",,
Football,Czech Republic,Kromeriz,Stadium Kromeriz (Kromeriz),"[49.29358905, 17.4068554199865]",,
Football,Czech Republic,Strani,Stadion na Zelnickach (Strani),"[]",,
Football,Czech Republic,Trinec,Stadion Rudolfa Labaje (Trinec),"[49.66864075, 18.667805550130986]",,
Football,Czech Republic,Uhersky Brod,Orelsky stadion (Uhersky Brod),"[49.0179158, 17.64869955496829]",,
Football,Czech Republic,Unicov,Stadion SK Uničov (Unicov),"[]",,
Football,Czech Republic,Zlinsko,Stadium Otrokovice (Otrokovice),"[]",,
Football,Czech Republic,Blansko,Stadion na Udolni (Blansko),"[]",,
Football,Czech Republic,Sobeslav,Stadium Sobeslav (Sobeslav),"[]",,
Football,Czech Republic,Kraluv Dvur,Městský Stadion Králův Dvůr (Kraluv Dvur),"[]",,
Football,Czech Republic,Karlovy Vary,Stadion Drahovice (Karlovy Vary),"[]",,
Football,Czech Republic,Marianske Lazne,Sportovni areal Viktoria (Marianske Lazne),"[]",,
Football,Czech Republic,Sokolov,Stadium Banik Sokolov (Sokolov),"[]",,
Football,Czech Republic,Hlinsko,Sportovní areal Olsinky (Hlinsko),"[]",,
Football,Czech Republic,Velke Hamry,Stadion Velke Hamry (Velke Hamry),"[]",,
Football,Czech Republic,Bohunice,Fotbalové hřiště TJ Tatran (Brno),"[]",,
Football,Czech Republic,Lanzhot,Fotbalovy stadion Na Slajsi (Lanzhot),"[]",,
Football,Czech Republic,Holesov,Stadion Strelnice (Holesov),"[]",,
Football,Czech Republic,HFK Olomouc,Stadium Holice (Olomouc),"[]",,
Football,Czech Republic,Vsetin,Stadion Tyrsovka (Vsetin),"[]",,
Football,Czech Republic,SK Hranice,Stadion SK Hranice (Hranice - CH),"[]",,
Football,Czech Republic,Frydlant n. O.,Stadion BFK Frýdlant nad Ostravicí (Frydlant nad Ostravici),"[]",,
Football,Czech Republic,Bystrc,Stadion pod Pekařkou (Brno),"[]",,
Football,Czech Republic,Prostejov B,Stadion Za Mistnim nadrazim (Prostejov),"[]",,
Football,Czech Republic,Unicov B,Stadion SK Uničov (Unicov),"[]",,
Football,Czech Republic,Vysehrad,Mikulase z Husi (Prague),"[50.05987903783088, 14.426652171427039]",,
Football,Czech Republic,Nespeky,Stadion Nespeky (Nespeky),"[]",,
Football,Czech Republic,Caslav,Stadion Pod Hradkem (Caslav),"[]",,
Football,Czech Republic,Morkovice,Stadium Morkovice (Morkovice-Slizany),"[49.2474233, 17.21284379214434]",,
Football,Czech Republic,Kunovice,Stadion Na Belince (Kunovice - UH),"[]",,
Football,Czech Republic,Dukla Prague U19,Sports facility Satalice - Artificial Grass (Prague),"[]",,
Football,Czech Republic,Ostrava U19,Areal Vista - Artificial Grass (Ostrava),"[]",,
Football,Czech Republic,Ceske Budejovice U19,SCM Sloziste (Ceske Budejovice),"[]",,
Football,Czech Republic,Jihlava U19,Areal na Stoupach (Jihlava),"[]",,
Football,Czech Republic,Mlada Boleslav U19,Lokotrans Arena (Mlada Boleslav),"[]",,
Football,Czech Republic,Plzen U19,Stadion Lucni (Plzen),"[]",,
Football,Czech Republic,Slavia Prague U19,Stadium Horni Pocernice (Prague),"[]",,
Football,Czech Republic,Sparta Prague U19,TCM Strahov (Prague),"[]",,
Football,Czech Republic,Liberec U19,Městský stadion Liberec (Liberec),"[50.7529855, 15.047138321853982]",,
Football,Czech Republic,Opava U19,Town Stadium Opava (Opava),"[]",,
Football,Czech Republic,Sigma Olomouc U19,Football pitch Repcin (Olomouc),"[]",,
Football,Czech Republic,Slovacko U19,Football pitch Siruch (Uherske Hradiste),"[]",,
Football,Czech Republic,Zlin U19,Fotbalovy areal Vlastislava Marecka (Zlin),"[]",,
Football,Czech Republic,Jablonec U19,Football pitch Mozartova (Jablonec nad Nisou),"[]",,
Football,Czech Republic,Lok. Brno W,Lokomotiva Horní Heršpice (Brno),"[49.1662704, 16.6186553]",,
Football,Czech Republic,Liberec W,Stadion U Nisy (Liberec),"[50.7525076, 15.050036401079618]",,
Football,Czech Republic,Slovacko W,Mestsky stadion Miroslava Valenty (Uherske Hradiste),"[49.06553705, 17.471425765290455]",,
Football,Czech Republic,FK Pardubice W,Stadion Pod Vinici (Pardubice),"[50.0296462, 15.7815539]",,
Football,Czech Republic,Plzen W,Stadion Lucni (Plzen),"[]",,
Football,Czech Republic,Sparta Prague W,TCM Strahov (Prague),"[]",,
Football,Czech Republic,Slavia Prague W,Fotbalové hřiště Horní Měcholupy (Prague),"[]",,
Football,Czech Republic,Olomouc W,Football pitch Repcin - Artificial Grass (Olomouc),"[]",,
Football,Czech Republic,Dukla Prague W,Roztoky Stadium (Roztoky),"[]",,
Football,Czech Republic,Lisen W,Nemcany Stadium (Nemcany),"[]",,
Football,Czech Republic,Prague Raptors W,Football pitch Zlicin - Artificial Grass (Prague),"[]",,
Football,Czech Republic,Sparta Prague B W,Stadium Prosek (Prague),"[]",,
Football,Czech Republic,Zlin W,Fotbalovy areal Vlastislava Marecka - Artificial Grass (Zlin),"[]",,
Football,Czech Republic,Ceske Budejovice W,SCM Sloziste (Ceske Budejovice),"[]",,
Football,Czech Republic,Hradec Kralove W,Olympia HK Stadium (Hradec Kralove),"[]",,
Football,Czech Republic,Ostrava W,Stadion Radvanice (Radvanice),"[]",,
Football,Czech Republic,Teplice W,Football pitch Dubí - Bystřice (Dubi),"[]",,
Football,Denmark,Brondby,Brøndby Stadion (Brondby),"[55.64620116342733, 12.415496965501546]",,
Football,Denmark,Aalborg,Aalborg Portland Park (Aalborg),"[57.05203525, 9.898599342025985]",,
Football,Denmark,Silkeborg,Jysk Park (Silkeborg),"[56.184187, 9.5751522579733]",,
Football,Denmark,Sonderjyske,Haderslev Football Stadium (Haderslev),"[]",,
Football,Denmark,Midtjylland,MCH Arena (Herning),"[56.1167905, 8.951784933580953]",,
Football,Denmark,Randers FC,Cepheus Park (Randers),"[56.46607165, 10.010154126188361]",,
Football,Denmark,Lyngby,Lyngby Stadion (Kongens Lyngby),"[55.781307, 12.505725510662902]",,
Football,Denmark,Aarhus,Ceres Park (Aarhus),"[56.1321447, 10.196601106725884]",,
Football,Denmark,Nordsjaelland,Right to Dream Park (Farum),"[55.81619865, 12.353032590985052]",,
Football,Denmark,Vejle,Vejle Stadion (Vejle),"[55.71372409999999, 9.556157838024756]",,
Football,Denmark,FC Copenhagen,Parken Stadium (Copenhagen),"[55.70270425, 12.572263776860414]",,
Football,Denmark,Viborg,Energi Viborg Arena (Viborg),"[]",,
Football,Denmark,B.93,Osterbro Stadium (Copenhagen),"[55.70411875, 12.57486860930178]",,
Football,Denmark,Esbjerg,Blue Water Arena (Esbjerg),"[55.48194305, 8.438397123328269]",,
Football,Denmark,Fredericia,Monjasa Park (Fredericia),"[]",,
Football,Denmark,Hillerod,Right to Dream Park (Farum),"[55.81619865, 12.353032590985052]",,
Football,Denmark,Hobro,DS Arena (Hobro),"[]",,
Football,Denmark,Horsens,Nordstern Arena Horsens (Horsens),"[55.87178815, 9.85760030724037]",,
Football,Denmark,Hvidovre IF,Hvidovre Stadium (Hvidovre),"[55.631818300000006, 12.48289991811139]",,
Football,Denmark,Koge,Capelli Sport Stadion (Koge),"[55.4681864, 12.1783456]",,
Football,Denmark,Kolding IF,Autocentralen Park (Kolding),"[55.49416445, 9.459077181186174]",,
Football,Denmark,Odense,Nature Energy Park (Odense),"[55.397745, 10.35022492586062]",,
Football,Denmark,Roskilde,Roskilde Idrætspark (Roskilde),"[55.63701275, 12.072010499076203]",,
Football,Denmark,Vendsyssel,Nord Energi Arena (Hjorring),"[]",,
Football,Denmark,Nykobing,Lollands Bank Park (Nykobing Falster),"[]",,
Football,Denmark,Skive,Hancock Arena (Skive),"[]",,
Football,Denmark,Ishoj,Ishoj Idraets Center (Ishoj),"[]",,
Football,Denmark,Aarhus Fremad,Riisvangen (Aarhus),"[56.1787955, 10.211066813834883]",,
Football,Denmark,AB Copenhagen,Gladsaxe Stadium (Copenhagen),"[]",,
Football,Denmark,Naestved,Naestved Stadion (Naestved),"[55.223083700000004, 11.765877920086204]",,
Football,Denmark,Hellerup,Gentofte Sportspark (Gentofte),"[55.7570745, 12.5263805]",,
Football,Denmark,Helsingor,Helsingor Stadion (Helsingor),"[56.0458809, 12.596825915683759]",,
Football,Denmark,Middelfart,Middelfart Stadium (Middelfart),"[55.50463190000001, 9.715664690325664]",,
Football,Denmark,F. Amager,Sundby Idraetspark (Copenhagen),"[55.64826065, 12.601309839971917]",,
Football,Denmark,Thisted FC,Sparekassen Thy Arena (Thisted),"[]",,
Football,Denmark,BK Frem,Valby Idraetspark (Copenhagen),"[55.647115850000006, 12.514533401081852]",,
Football,Denmark,VSK Aarhus,Vejlby Stadium (Aarhus),"[56.19249565, 10.210223236203195]",,
Football,Denmark,FA 2000,Frederiksberg Idraetspark (Frederiksberg),"[55.68038165, 12.49914396620385]",,
Football,Denmark,Brabrand,Brabrand Stadion (Brabrand),"[]",,
Football,Denmark,Naesby,ALPI Arena Naesby (Odense),"[]",,
Football,Denmark,Lyseng,Lyseng Idraetspark (Aarhus),"[56.111503, 10.193766]",,
Football,Denmark,Bronshoj,Tingbjerg Idraetspark (Copenhagen),"[55.71958445, 12.49298973024025]",,
Football,Denmark,Young Boys,Jysk Park (Silkeborg),"[56.184187, 9.5751522579733]",,
Football,Denmark,Aarhus W,Ceres Park (Aarhus),"[56.1321447, 10.196601106725884]",,
Football,Denmark,FC Copenhagen W,Parken Stadium (Copenhagen),"[55.70270425, 12.572263776860414]",,
Football,Denmark,Koge W,Capelli Sport Stadion (Koge),"[55.4681864, 12.1783456]",,
Football,Denmark,Varde W,Vestjysk Bank Stadion (Varde),"[]",,
Football,United Kingdom,West Ham,London Stadium (London),"[51.538744298399635, -0.01645160968349787]",,
Football,United Kingdom,Manchester Utd,Old Trafford (Manchester),"[53.463218554906526, -2.291340101498662]",,
Football,United Kingdom,Tottenham,Tottenham Hotspur Stadium (London),"[51.604342750352004, -0.06621703592253302]",,
Football,United Kingdom,Manchester City,Etihad Stadium (Manchester),"[53.48309105, -2.2002520023433307]",,
Football,United Kingdom,Bournemouth,Vitality Stadium (Bournemouth),"[50.73518145, -1.8383279465003122]",,
Football,United Kingdom,Chelsea,Stamford Bridge (London),"[51.4816869, -0.19103357490972833]",,
Football,United Kingdom,Newcastle,St. James' Park (Newcastle),"[54.9754693, -1.621873666214279]",,
Football,United Kingdom,Nottingham,City Ground (Nottingham),"[52.9873965, -1.1629302332840856]",,
Football,United Kingdom,Southampton,St. Mary's Stadium (Southampton),"[50.90586145, -1.3908773605860123]",,
Football,United Kingdom,Wolves,Molineux Stadium (Wolverhampton),"[52.590272299999995, -2.130407903777414]",,
Football,United Kingdom,Liverpool,Anfield (Liverpool),"[53.43091645, -2.9609313526360888]",,
Football,United Kingdom,Brighton,Amex Stadium (Brighton),"[50.8606276, -0.0814606]",,
Football,United Kingdom,Arsenal,Emirates Stadium (London),"[51.55504035, -0.1083996708672374]",,
Football,United Kingdom,Luton,Kenilworth Road (Luton),"[51.884888174613025, -0.42843221025423495]",,
Football,United Kingdom,Hull,MKM Stadium (Hull),"[53.746225749999994, -0.36782385546195695]",,
Football,United Kingdom,Portsmouth,Fratton Park (Portsmouth),"[50.79632375, -1.0638835851982424]",,
Football,United Kingdom,Sheffield Wed,Hillsborough (Sheffield),"[53.41137895, -1.500631103337827]",,
Football,United Kingdom,Burnley,Turf Moor (Burnley),"[53.7881706, -2.2297778]",,
Football,United Kingdom,Cardiff,Cardiff City Stadium (Cardiff),"[51.47282115, -3.2029625933115846]",,
Football,United Kingdom,Leeds,Elland Road (Leeds),"[53.779880982254376, -1.5641760694838844]",,
Football,United Kingdom,Millwall,The Den (London),"[51.4859529, -0.05091494800567984]",,
Football,United Kingdom,Plymouth,Home Park (Plymouth),"[50.388121549999994, -4.150874674059015]",,
Football,United Kingdom,QPR,Loftus Road (London),"[51.50897615951669, -0.23044554589382768]",,
Football,United Kingdom,Sunderland,Stadium of Light (Sunderland),"[54.914395299999995, -1.3882579326202478]",,
Football,United Kingdom,West Brom,The Hawthorns (West Bromwich),"[52.50916535, -1.9636621072471818]",,
Football,United Kingdom,Blackburn,Ewood Park (Blackburn),"[53.728528299999994, -2.489225134256407]",,
Football,United Kingdom,Bristol City,Ashton Gate Stadium (Bristol),"[51.43986935, -2.620340547304729]",,
Football,United Kingdom,Coventry,Coventry Building Society Arena (Coventry),"[52.44815815, -1.4970173886934346]",,
Football,United Kingdom,Middlesbrough,Riverside Stadium (Middlesbrough),"[54.57831335, -1.2169153425640387]",,
Football,United Kingdom,Norwich,Carrow Road (Norwich),"[52.6220315, 1.3093221998298497]",,
Football,United Kingdom,Oxford Utd,Kassam Stadium (Oxford),"[51.71638605, -1.207702898947181]",,
Football,United Kingdom,Preston,Deepdale (Preston),"[53.7722148, -2.6885608698191197]",,
Football,United Kingdom,Sheffield Utd,Bramall Lane (Sheffield),"[53.3703429, -1.4707145437036182]",,
Football,United Kingdom,Swansea,Swansea.com Stadium (Swansea),"[51.6428065, -3.9347390262570965]",,
Football,United Kingdom,Watford,Vicarage Road (Watford),"[51.65314906007168, -0.39801755840896447]",,
Football,United Kingdom,Derby,Pride Park (Derby),"[52.9165243, -1.462612]",,
Football,United Kingdom,Stoke,Bet365 Stadium (Stoke on Trent),"[52.9883401, -2.1755918764705897]",,
Football,United Kingdom,Cambridge Utd,Abbey Stadium (Cambridge),"[52.2120297, 0.1541830549803222]",,
Football,United Kingdom,Stockport County,Edgeley Park (Stockport),"[53.39964325, -2.1664843988052693]",,
Football,United Kingdom,Wycombe,Adams Park (High Wycombe),"[51.63056645, -0.8001906938127916]",,
Football,United Kingdom,Burton,Pirelli Stadium (Burton upon Trent),"[52.8218506, -1.6269255768047586]",,
Football,United Kingdom,Mansfield,One Call Stadium (Mansfield),"[53.1380561, -1.2009171061272217]",,
Football,United Kingdom,Northampton,Sixfields Stadium (Northampton),"[52.23526325, -0.933574120668077]",,
Football,United Kingdom,Wigan,The Brick Community Stadium (Wigan),"[53.54773325, -2.6540131151502147]",,
Football,United Kingdom,Crawley,The Broadfield Stadium (Crawley),"[]",,
Football,United Kingdom,Leyton Orient,Brisbane Road (London),"[51.56006345, -0.012621590107385415]",,
Football,United Kingdom,Birmingham,St. Andrew's Stadium (Birmingham),"[52.47556705, -1.8680410459264332]",,
Football,United Kingdom,Bolton,Toughsheet Community Stadium (Bolton),"[53.5805396, -2.5356647666666667]",,
Football,United Kingdom,Charlton,The Valley (London),"[51.486391499999996, 0.03615848943681707]",,
Football,United Kingdom,Exeter,St James Park (Exeter),"[50.7307252, -3.5211247403669086]",,
Football,United Kingdom,Huddersfield,John Smith's Stadium (Huddersfield),"[53.654349350000004, -1.768299880405195]",,
Football,United Kingdom,Peterborough,Weston Homes Stadium (Peterborough),"[52.56445015, -0.24005690920577621]",,
Football,United Kingdom,Reading,Select Car Leasing Stadium (Reading),"[51.422334649999996, -0.983123793539842]",,
Football,United Kingdom,Rotherham,Aesseal New York Stadium (Rotherham),"[53.4267854, -1.3626780163091192]",,
Football,United Kingdom,Shrewsbury,The Croud Meadow (Shrewsbury),"[]",,
Football,United Kingdom,Stevenage,Lamex Stadium (Stevenage),"[51.88964785, -0.19374052554511628]",,
Football,United Kingdom,Wrexham,Racecourse Ground (Wrexham),"[53.05182395, -3.0036636060314574]",,
Football,United Kingdom,Crewe,Alexandra Stadium (Crewe),"[53.087402049999994, -2.4357333233230793]",,
Football,United Kingdom,Gillingham,Priestfield Stadium (Gillingham),"[51.38421135, 0.5609504058793893]",,
